word,base_word,phonetic,pos,meaning,level,collocation,etymology,example_en,example_zh
pepper,pepper,/'pepә/,n.,"n. 胡椒粉, 胡椒, 辣椒",A1,,,,
busy,busy,/'bizi/,vt./vi.,"a. 忙碌的, 热闹的, 没空的；vt. 使忙；vi. 忙碌",A1,,,,
intervention,intervention,/.intә'venʃәn/,n.,"n. 插入, 介入, 调停",C1,,,,
copy,copy,/'kɒpi/,v./n.,"n. 副本, 摹仿, 一册；v. 复印, 抄袭, 复制；将几个文件合并成一个文件, 以及将文件传至外设或在设备之间传送",A2,,,,
tip,tip,/tip/,vt./vi./n.,"n. 顶, 尖端, 梢, 末端, 倾斜, 垃圾场, 小费, 轻击, 指点, 秘密消息；vt. 装顶端, 使倾斜, 使翻倒, 泄露, 告诫, 暗示, 给...小费, 轻击；vi. 倾斜, 翻倒, 倾覆, 踮脚走, 给小费",A2,,,,
cheap,cheap,/tʃi:p/,adv.,"a. 便宜的, 不值钱的, 可鄙的；adv. 便宜地",A1,,,,
aim,aim,/eim/,vt./vi./n.,"n. 目标, 瞄准, 击中目标的能力；vi. 对准目标, 致力, 打算；vt. 瞄准；应用接口模块, 医学人工智能, 相联索引法, 异步接口模块；自动化信息管理, 自动化综合制造, 自动化库存管理",B1,,,,
cite,cite,/sait/,vt.,"vt. 引用, 引证, 表彰",B2,,,,
welfare,welfare,/'welfєә/,n.,"n. 福利, 安宁, 幸福, 福利事业；a. 福利的",B2,,,,
vegetable,vegetable,/'vedʒәtәbl/,n.,"n. 蔬菜, 植物, 无精打采之人；a. 蔬菜的, 植物的",A1,,,,
dish,dish,/diʃ/,n.,"n. 盘子, 碟, 菜肴",A1,,,,
improvement,improvement,/im'pru:vmәnt/,n.,"n. 进步, 改善, 利用",B1,,,,
beach,beach,/bi:tʃ/,n.,n. 海滩,A1,,,,
everywhere,everywhere,/'evrihwєә/,adv.,"adv. 各处, 到处",A2,,,,
gray,gray,/grei/,v./n.,"n. 灰色, 暗淡；a. 灰色的, 灰白的, 面色苍白的, 年老的, 老练的, 阴沉的；v. (使)变灰色",A1,,,,
opening,open,/'әupәniŋ/,n.,"n. 开始, 口子, 穴, 揭幕；a. 开始的",B2,,,,
overall,overall,/'әuvәrɒ:l/,n./adv.,"a. 全部的, 全体的, 从头至尾的, 一切在内的；adv. 从头到尾, 总的说来；n. 罩衫, 工作服",B2,,,,
divide,divide,/di'vaid/,vt./vi./n.,"vi. 分开, 分配, 分裂；vt. 分, 分开, 分裂, 除；n. 分配, 分水岭",B1,,,,
initial,initial,/i'niʃәl/,vt./n.,"n. 字首, 首字母；a. 开始的, 最初的, 字首的；vt. 用姓名的首字母签名",B2,,,,
terrible,terrible,/'terәbl/,,"a. 可怕的, 令人恐惧的, 极坏的",A1,,,,
oppose,oppose,/ә'pәuz/,vt./vi.,"vt. 反对, 以...对抗, 抗争；vi. 反对",B2,,,,
route,route,/ru:t/,vt./n.,"n. 路径, 途径, 路线；vt. 确定路线, 按规定路线发送",A2,,,,
contemporary,contemporary,/kәn'tempәrәri/,n.,"n. 同时代的人；a. 同时代的, 属于同一时期的",B2,,,,
multiple,multiple,/'mʌltipl/,n.,"n. 倍数, 并联；a. 多样的, 许多的, 多功能的",B2,,,,
essential,essential,/i'senʃәl/,n.,"n. 要素, 要点, 本质；a. 必要的, 重要的, 本质的",B1,,,,
lake,lake,/leik/,v./n.,"n. 湖, 池, 色淀；v. (使)血球溶解",A2,,,,
league,league,/li:g/,v./n.,"n. 同盟, 联盟, 盟约；v. 组联盟, (使)加盟",B2,,,,
careful,careful,/'kєәful/,,"a. 小心的, 谨慎的",A2,,,,
criminal,criminal,/'kriminәl/,n.,"n. 罪犯, 犯人, 刑事；a. 犯了罪的, 刑事的, 有罪的",A2,,,,
core,core,/kɒ:/,vt./n.,"n. 核心, 果心, 要点；vt. 挖...的核",B2,,,,
upper,upper,/'ʌpә/,n.,"a. 上面的, 较高的, 上级的, 上院的, 穿在外面的, 北部的, 地表的, 后期的；n. 鞋帮, 上齿",B2,,,,
rush,rush,/rʌʃ/,vt./vi./n.,"n. 匆促, 冲进, 急流, 灯心草；vi. 冲, 奔, 闯, 赶紧, 匆促行事, 涌现；vt. 使冲, 匆忙地做, 突袭, 飞跃, 用灯心草做；a. 紧急的",B2,,,,
necessarily,necessarily,/'nesisәrili/,adv.,"adv. 必然地, 必须地, 必要地",B1,,,,
specifically,specifically,/spi'sifikli/,adv.,"adv. 特定地, 明确地, 按特性",B1,,,,
tired,tired,/taiәd/,,"a. 疲累的, 疲乏的, 厌倦的",A1,,,,
employ,employ,/im'plɒi/,vt./n.,"n. 雇用；vt. 雇用, 使用, 使从事于",A2,,,,
holiday,holiday,/'hɒlәdi/,vi./n.,"n. 假日, 假期, 节日；vi. 度假",A2,,,,
vast,vast,/vɑ:st/,,"a. 巨大的, 广大的, 非常的, 大量的",B2,,,,
fewer,fewer,/'fju:ә/,,a. 较少的,A1,,,,
household,household,/'haushәuld/,n.,"n. 一家人, 家庭, 家族, 王室；a. 家庭的, 家常的, 王室的",B2,,,,
resolution,resolution,/.rezә'lu:ʃәn/,n.,"n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解；n. 图形分辨率",B2,,,,
abortion,abortion,/ә'bɒ:ʃәn/,n.,"n. 流产, 堕胎, 失败, 夭折, 中止",C1,,,,
witness,witness,/'witnis/,vt./vi./n.,"n. 证人, 目击者, 证据, 证词；vt. 目击, 作证, 证明, 表明；vi. 作证人, 作为证据",B2,,,,
apart,apart,/ә'pɑ:t/,adv.,"adv. 成零碎, 成距离, 分别地, 分离着；a. 分离的",B1,,,,
match,match,/mætʃ/,vt./vi./n.,"n. 比赛, 火柴, 对手；vt. 使相配, 使比赛, 与...竞争；vi. 结婚, 相配",A1,,,,
barely,barely,/'bєәli/,adv.,adv. 几乎不,B2,,,,
sector,sector,/'sektә/,vt./n.,"n. 扇形, 部门, 部分, 函数尺, 象限仪, 段, 区段；vt. 把...分成扇形",B2,,,,
emphasize,emphasize,/'emfәsaiz/,vt.,"vt. 强调, 加强语气, 着重",B2,,,,
representative,representative,/.repri'zentәtiv/,n.,"n. 代表, 众议员, 典型；a. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的",B2,,,,
beneath,beneath,/bi'ni:θ/,adv./prep.,prep. 在...下方；adv. 在...下方,C1,,,,
incident,incident,/'insidәnt/,n.,"n. 事件, 事变, 小事；a. 附带的, 易于发生的, 外来的, 入射的",B2,,,,
beside,beside,/bi'said/,prep.,prep. 在旁边,B2,,,,
limited,limit,/'limitid/,n.,"a. 有限制的, 有限的, 有限责任的；n. 特别快车",B2,,,,
proud,proud,/praud/,,"a. 骄傲的, 自大的, 自豪的, 辉煌的, 壮丽的",B1,,,,
flow,flow,/flәu/,vt./vi./n.,"n. 流程, 流动, 流量, 洋溢, 泛滥, 涨潮；vi. 流动, 流泄, 畅流, 川流不息, 飘扬, 涌出；vt. 使流动, 淹没, 流出",B1,,,,
faculty,faculty,/'fækәlti/,n.,"n. 才能, 能力, 全体教员, (大学的)系",B2,,,,
waste,waste,/weist/,vt./vi./n.,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物；a. 废弃的, 荒芜的, 多余的；vt. 浪费, 消耗, 使荒芜；vi. 浪费, 消耗, 变消瘦",B1,,,,
increased,increase,/in'kri:st/,,a. 增强的（increase的过去分词）,A2,,,,
merely,merely,/'miәli/,adv.,adv. 只,C1,,,,
mass,mass,/mæs/,vt./vi./n.,"n. 块, 大多数, 质量, 大量, 群众, 弥撒；a. 群众的, 大规模的, 整个的；vt. 使集合, 集中；vi. 聚集",B2,,,,
experiment,experiment,/ik'sperimәnt/,vi./n.,"n. 实验, 试验, 实验仪器；vi. 实验, 尝试",A2,,,,
definitely,definitely,/'definitli/,adv.,"adv. 明确无疑地, 清楚地",A2,,,,
bomb,bomb,/bɒm/,vt./vi./n.,"n. 炸弹；vt. 轰炸, 投弹于；vi. 失败",B1,,,,
liberal,liberal,/'libәrәl/,n.,"n. 自由主义者；a. 慷慨的, 不拘泥的, 宽大的, 自由主义的",C1,,,,
enormous,enormous,/i'nɒ:mәs/,,"a. 巨大的, 庞大的",A2,,,,
tone,tone,/tәun/,vt./vi./n.,"n. 音调, 音质, 语调, 语气, 色调, 气氛, 状况, 思想状态；vt. 给...定色调, 增强, 使...的声调和谐, 定音调；vi. 颜色调和",B2,,,,
massive,massive,/'mæsiv/,,"a. 大而重的, 宽大的, 宏伟的",B2,,,,
engineer,engineer,/.endʒi'niә/,vt./n.,"n. 工程师, 工兵；vt. 设计, 监造, 精明地处理, 策划",A2,,,,
wheel,wheel,/hwi:l/,vt./vi./n.,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物；vt. 使旋转, 转动, 使转向；vi. 旋转, 转弯, 盘旋",A2,,,,
decline,decline,/di'klain/,vt./vi./n.,"n. 衰退, 跌落, 下降；vt. 使降低, 婉谢；vi. 下降, 衰落, 偏斜",B2,,,,
invest,invest,/in'vest/,vt./vi.,"vt. 投资, 花费, 笼罩, 授予；vi. 投资, 利用",B1,,,,
cable,cable,/'keibl/,vt./vi./n.,"n. 电缆, 海底电报, 缆, 索；vi. 打海底电报；vt. 发海底电报, 缚住",B1,,,,
towards,towards,/tә'wɔ:dz/,prep.,"prep. 向, 对于, 为了",A2,,,,
expose,expose,/ik'spәuz/,vt.,"vt. 使暴露, 使曝光, 揭穿, 陈列",B2,,,,
rural,rural,/'ruәrәl/,,"a. 乡下的, 田园的, 乡村风味的",B2,,,,
narrow,narrow,/'nærәu/,vt./vi./n.,"n. 狭窄部分, 隘路；a. 狭窄的, 仔细的, 有限的, 勉强的, 狭隘的, 手紧的；vi. 变窄；vt. 使变狭窄",A2,,,,
cream,cream,/kri:m/,n.,"n. 乳酪, 奶油, 面霜",A1,,,,
secretary,secretary,/'sekrәtәri/,n.,"n. 秘书, 书记, 大臣",A2,,,,
gate,gate,/geit/,vt./n.,"n. 门, 牌楼, 大门, 通道, 闸；vt. 装门于",A2,,,,
solid,solid,/'sɒlid/,n.,"n. 固体；a. 坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的",B1,,,,
noise,noise,/nɒiz/,vt./vi./n.,"n. 噪音, 杂音, 响声, 喧闹；vt. 谣传；vi. 喧闹",A2,,,,
typically,typically,/'tipikәli/,adv.,adv. 代表性地；作为特色地,B1,,,,
grass,grass,/græs/,n.,"n. 草, 草原, 牧场",A2,,,,
hat,hat,/hæt/,vt./n.,n. 帽子；vt. 给...戴帽子,A1,,,,
unfortunately,unfortunately,/ʌn'fɔ:tjjnәtli/,adv.,"adv. 恐怕, 不幸的是",A2,,,,
legislation,legislation,/.ledʒis'leiʃәn/,n.,"n. 立法, 法律",C1,,,,
succeed,succeed,/sәk'si:d/,vt./vi.,"vi. 成功, 继承, 继续；vt. 继承, 接替",A2,,,,
celebrate,celebrate,/'selibreit/,v.,"v. 庆祝, 祝贺, 举行",A2,,,,
achievement,achievement,/ә'tʃi:vmәnt/,n.,"n. 完成, 成就, 功业",B1,,,,
fishing,fish,/'fiʃiŋ/,n.,"n. 钓鱼, 鱼业；a. 钓鱼的",A2,,,,
accuse,accuse,/ә'kju:z/,vt./vi.,"vt. 指责, 控告, 归咎于；vi. 指责, 控告",B2,,,,
useful,useful,/'ju:sful/,,"a. 有用的, 有益的",A1,,,,
reject,reject,/ri'dʒekt/,vt./n.,"n. 被拒之人, 被弃之物, 不合格品, 次品；vt. 拒绝, 抵制, 否决, 驳回, 丢弃, 呕出",B1,,,,
talent,talent,/'tælәnt/,n.,"n. 天才, 才能, 有才干的人, 天资",B1,,,,
taste,taste,/teist/,vt./vi./n.,"n. 味道, 品味, 味觉, 感受, 体验, 爱好, 审美, 少量；vt. 尝, 察觉...的味道, 体会；vi. 品尝, 察觉味道, 有某种味道",A2,,,,
characteristic,characteristic,/.kærәktә'ristik/,n.,"n. 特性, 特征, 特色；a. 特性的, 特有的, 有特色的",B2,,,,
milk,milk,/milk/,vt./vi./n.,"n. 奶, 乳状物；vt. 挤乳, 榨取；vi. 产乳",A1,,,,
escape,escape,/i'skeip/,vt./vi./n.,"n. 逃亡, 避难设备, 逃跑；vi. 逃脱, 避开, 溜走；vt. 逃避, 避免, 被...忘掉",B1,,,,
cast,cast,/kɑ:st. kæst/,vt./vi./n.,"n. 演员阵容, 投掷, 铸件, 预测, 特性；vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算；vi. 投, 计算, 浇铸成型",B2,,,,
sentence,sentence,/'sentәns/,vt./n.,"n. 句子, 命题, 宣判；vt. 宣判, 判决",A1,,,,
unusual,unusual,/.ʌn'ju:ʒu:l/,,"a. 不寻常的, 罕见的, 与众不同的",A2,,,,
closely,closely,/'klәusli/,adv.,adv. 接近地,B2,,,,
convince,convince,/kәn'vins/,vt.,"vt. 说服, 使相信",B1,,,,
height,height,/hait/,n.,"n. 高度, 海拔, 高地, 顶点",A2,,,,
physician,physician,/fi'ziʃәn/,n.,"n. 医师, 内科医师, 解除痛苦者",B2,,,,
assess,assess,/ә'ses/,vt.,"vt. 估定, 对...征税, 评定",B2,,,,
plenty,plenty,/'plenti/,n.,"n. 充分, 很多, 丰富；a. 很多的, 足够的, 丰富的",B1,,,,
virtually,virtually,/'vә:tʃuәli/,adv.,adv. 事实上,Beyond C1,,,,
addition,addition,/ә'diʃәn/,n.,"n. 加法, 增加的人(或物)",B1,,,,
sharp,sharp,/ʃɑ:p/,n./adv.,"n. 半升音调, 利刃, 骗子；a. 锋利的, 明显的, 敏锐的, 急剧的, 尖刻的, 严厉的, 刺耳的, 精明的；adv. 锐利地, 急速地",B1,,,,
creative,creative,/kri:'eitiv/,,"a. 有创造力的, 创作的, 产生的",A2,,,,
lower,low,/'lәuә/,vt./vi.,"a. 低的, 下级的, 下层的；vi. 降低, 跌落, 减弱；vt. 放下, 降下, 减弱, 贬低",B2,,,,
approve,approve,/ә'pru:v/,vt./vi.,"vt. 赞同, 核准, 为...提供证据；vi. 赞许",B2,,,,
explanation,explanation,/.eksplә'neiʃәn/,n.,"n. 解释, 说明, 辩解, 表明",A2,,,,
gay,gay,/gei/,,"a. 欢快的, 艳丽的, 快乐的, 放荡的",B2,,,,
honor,honor,/'ɒnә/,vt./n.,"n. 荣誉, 头衔, 信用, 尊敬, 名誉, 阁下, 勋章；vt. 尊敬, 授予荣誉, 承兑, 实践",B2,,,,
proper,proper,/'prɒpә/,adv.,"a. 适当的, 固有的, 高尚的, 专属的；adv. 完全地, 彻底地",B1,,,,
campus,campus,/'kæmpәs/,n.,"n. 校园, 大学生活",A2,,,,
guilty,guilty,/'gilti/,,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的",B1,,,,
acquire,acquire,/ә'kwaiә/,vt.,"vt. 获得, 学到",B2,,,,
technical,technical,/'teknikl/,,"a. 技术上的, 专门的, 工业的, 严格根据法律的",B1,,,,
compete,compete,/kәm'pi:t/,vi.,"vi. 竞争, 对抗",A2,,,,
plus,plus,/plʌs/,n./prep.,"prep. 加上, 加, 外加；a. 正的, 附加的；n. 正号, 加号, 附加额, 正数, 增益",B1,,,,
immigrant,immigrant,/'imigrәnt/,n.,"n. 移民；a. 移入的, 移民的",B1,,,,
weak,weak,/wi:k/,,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的",A2,,,,
illegal,illegal,/i'li:gәl/,,"a. 违法的, 不合规定的",B1,,,,
hi,hi,/hai/,,interj. 喂,A1,,,,
alternative,alternative,/ɒ:l'tә:nәtiv/,n.,"n. 两者择一, 供替代的选择；a. 两者择一的, 供选择的",A2,,,,
column,column,/'kɒlәm/,n.,"n. 专栏, 圆柱, 纵队, 列, 柱形物",A2,,,,
interaction,interaction,/.intәr'ækʃәn/,n.,"n. 交互作用, 交感",B2,,,,
personality,personality,/.pә:sә'næliti/,n.,"n. 个性, 人格, (团体、地方、国家)特有特性, 名人",A2,,,,
curriculum,curriculum,/kә'rikjulәm/,n.,n. 课程,B2,,,,
signal,signal,/'signl/,vt./vi./n.,"n. 信号, 暗号, 近因, 导火线；vt. 向...作信号, 标志, 用信号通知；vi. 发信号；a. 作为信号的, 显著的",B1,,,,
king,king,/kiŋ/,vt./vi./n.,"n. 国王, 君主；vt. 使...成为君主；vi. 君临, 统治",A2,,,,
passenger,passenger,/'pæsindʒә/,n.,"n. 乘客, 旅客",A2,,,,
assistance,assistance,/ә'sistәns/,n.,"n. 协助, 援助",B2,,,,
forever,forever,/fә'revә/,adv.,adv. 永远,B1,,,,
regard,regard,/ri'gɑ:d/,vt./vi./n.,"n. 关心, 注意, 尊敬, 关系, 问候；vt. 视为, 注意, 考虑, 和...有关, 看待；vi. 注视, 注意",B2,,,,
israeli,israeli,/iz'reili/,n.,"a. 以色列的, 以色列人(语)的；n. 以色列人",Beyond C1,,,,
twenty,twenty,/'twenti/,num.,"num. 二十, 二十个",A1,,,,
knock,knock,/nɒk/,v./n.,"n. 敲, 敲打, 敲门；v. 敲击, 互撞, 攻击",A2,,,,
lab,lab,/læb/,n.,"n. 实验室, 研究室",A2,,,,
wrap,wrap,/ræp/,vt./vi./n.,"n. 外套, 围巾, 包裹物, 限制, 约束, 秘密, 换行；vt. 包装, 卷, 缠绕, 包, 裹, 覆盖, 遮蔽, 隐藏, 掩护；vi. 缠绕, 穿外衣, 包起来",B2,,,,
display,display,/dis'plei/,vt./n.,"n. 显示, 陈列, 炫耀, 显示器；vt. 陈列, 显示, 表现, 夸示",B2,,,,
criticism,criticism,/'kritisizm/,n.,"n. 批评, 评论, 非难",B2,,,,
asset,asset,/'æset/,n.,"n. 资产, 有益的东西",B2,,,,
depression,depression,/di'preʃәn/,n.,"n. 不景气, 消沉, 沮丧, 洼地",B2,,,,
spiritual,spiritual,/'spiritʃuәl/,n.,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的；n. 有关教会的事",B2,,,,
musical,musical,/'mju:zikl/,n.,"n. 音乐片, 音乐舞台剧；a. 音乐的, 声音美妙的, 喜爱音乐的",A2,,,,
prayer,prayer,/prєә. 'preiә/,n.,"n. 祈祷, 恳求, 祷辞, 祈祷者",B1,,,,
journalist,journalist,/'dʒә:nәlist/,n.,"n. 新闻记者, 从事新闻杂志业的人",A2,,,,
suspect,suspect,/sә'spekt/,v./n.,"n. 被怀疑者, 嫌疑犯；a. 令人怀疑的, 不可信的, 可疑的；v. 怀疑, 猜想",B2,,,,
scholar,scholar,/'skɒlә/,n.,"n. 学者, 奖学金获得者, 有文化者, 学习者",B2,,,,
warning,warn,/'wɒ:niŋ/,n.,"n. 警告, 预告, 预兆, 通知",B1,,,,
climate,climate,/'klaimit/,n.,"n. 气候, 社会趋势, 气候区",A2,,,,
cheese,cheese,/tʃi:z/,n.,n. 乳酪,A1,,,,
observation,observation,/.ɒbzә:'veiʃәn/,n.,"n. 观察, 注意, 观测, 观察力",B2,,,,
payment,payment,/'peimәnt/,n.,"n. 付款, 支付的款项(或实物), 偿还, 报应, 惩罚",B1,,,,
childhood,childhood,/'tʃaildhud/,n.,n. 孩童时期,B1,,,,
sir,sir,/sә:/,n.,"n. 先生, 阁下",A2,,,,
permit,permit,/pә'mit/,vt./vi./n.,"n. 许可证, 许可, 执照, 通行证；vt. 允许, 容许, 可能, 使放手做；vi. 容许, 给以机会, 提供可能",B2,,,,
definition,definition,/.defi'niʃәn/,n.,"n. 定义, 精确度, 清晰度",B1,,,,
cigarette,cigarette,/.sigә'ret/,n.,"n. 香烟, 纸烟",A2,,,,
priority,priority,/prai'ɒriti/,n.,"n. 优先权, 优先",B2,,,,
bread,bread,/bred/,vt./n.,"n. 面包, 生计, 食物；vt. 裹以面包屑",A1,,,,
creation,creation,/kri:'eiʃәn/,n.,"n. 创造, 创作物, 发明",B2,,,,
graduate,graduate,/'grædʒueit/,vt./vi./n.,"n. 毕业生, 量杯；a. 已得学位的, 研究生的, 毕业的；vi. 毕业, 得学位, 逐渐变为；vt. 准予...毕业, 授予...学位, 分等级, 刻刻度",B1,,,,
request,request,/ri'kwest/,vt./n.,"n. 请求, 需要, 申请书；vt. 请求, 要求, 邀请",A2,,,,
emotion,emotion,/i'mәuʃәn/,n.,"n. 情绪, 激动, 强烈的情感",B1,,,,
scream,scream,/skri:m/,vt./vi./n.,"n. 尖叫声；vi. 尖叫, 大笑, 尖啸, 令人震惊；vt. 尖叫着说, 大叫大嚷着要求",B2,,,,
dramatic,dramatic,/drә'mætik/,,"a. 戏剧性的, 生动的",B2,,,,
universe,universe,/'ju:nivә:s/,n.,"n. 宇宙, 星系, (思想等)范围",B2,,,,
gap,gap,/gæp/,vt./vi./n.,"n. 缝隙, 缺口, 间断, 间距, 通用汇编程序；vt. 打开缺口, 造成缝隙；vi. 豁开",A2,,,,
deeply,deeply,/'di:pli/,adv.,"adv. 深刻地, 在深处, 深沉地",B2,,,,
excellent,excellent,/'ekslәnt/,,"a. 优良的, 杰出的, 出色的",A2,,,,
prosecutor,prosecutor,/'prɒsikju:tә/,n.,"n. 实行者, 告发者, 公诉人",C1,,,,
lucky,lucky,/'lʌki/,,"a. 幸运的, 吉祥的, 好运的, 侥幸的",A2,,,,
drag,drag,/dræg/,v./n.,"n. 拖, 拖累；v. 拖累, 拖拉, 沉重缓慢地走, 拖动",B2,,,,
airline,airline,/'єәlain/,n.,"n. 航线, 航线的设备, 航空公司",A2,,,,
library,library,/'laibrәri/,n.,"n. 图书馆, 藏书, 库",A1,,,,
agenda,agenda,/ә'dʒendә/,,"pl. 议程, 日常工作事项",B2,,,,
recover,recover,/ri'kʌvә/,vt./vi.,"vt. 重新获得, 恢复, 复原, 拯救；vi. 痊愈, 复原, 胜诉",B2,,,,
factory,factory,/'fæktәri/,n.,"n. 工厂, 产生地, 代理店",A2,,,,
selection,selection,/si'lekʃәn/,n.,"n. 选择, 选文, 精选品",B2,,,,
primarily,primarily,/'praimәrili/,adv.,"adv. 主要地, 首先地",B2,,,,
roof,roof,/ru:f/,vt./n.,"n. 屋顶, 室顶；vt. 给...盖屋顶, 遮蔽",A2,,,,
unable,unable,/ʌn'eibl/,,"a. 不能的, 不会的",B1,,,,
expense,expense,/ik'spens/,n.,"n. 费用, 代价, 开支, 损失",B2,,,,
initiative,initiative,/i'niʃiәtiv/,n.,"n. 主动行动, 首创精神, 主动权；a. 自发的, 起始的",B2,,,,
diet,diet,/'daiәt/,vt./vi./n.,"n. 日常饮食, 议会；vt. 照规定饮食；vi. 忌食",A1,,,,
arrest,arrest,/ә'rest/,vt./n.,"n. 逮捕, 监禁；vt. 拘捕, 抑制, 吸引, 阻止",B1,,,,
funding,fund,/'fʌndiŋ/,,[经] 债务转期,B2,,,,
therapy,therapy,/'θerәpi/,n.,n. 治疗,B2,,,,
wash,wash,/wɒʃ/,vt./vi./n.,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地；vt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于；vi. 洗涤, 洗澡, 被冲蚀, 漂浮",A1,,,,
schedule,schedule,/'skedʒuәl/,vt./n.,"n. 时间表, 一览表, 计划表, 议事日程；vt. 预定, 编制目录, 制...表, 安排",A2,,,,
sad,sad,/sæd/,,"a. 忧愁的, 悲哀的",A1,,,,
brief,brief,/bri:f/,vt./n.,"n. 摘要, 简报；a. 简短的, 短暂的；vt. 对...作简报, 摘要, 节录",B2,,,,
housing,house,/'hausiŋ/,n.,"n. 遮盖, 住房供给, 居留(处), 房屋, 装饰",B2,,,,
post,post,/pәust/,vt./vi./n./adv.,"n. 柱, 杆, 准星, 邮件, 邮政, 标竿, 职位, 岗位, 哨所, 兵营；vt. 张帖, 邮递, 公布, 登入帐, 使熟悉, 布置；vi. 快速行进；adv. 急速地",A1,,,,
purchase,purchase,/'pә:tʃәs/,vt./n.,"n. 购买, 购买品, 紧握, 绞辘；vt. 购买, 赢得, 努力取得, 用滑轮起(锚等)",B2,,,,
existing,exist,/i^'zistiŋ/,,"a. 存在的, 目前的, 现存的, 现有的",A2,,,,
steel,steel,/sti:l/,vt./n.,"n. 钢, 钢制品, 钢铁, 坚硬, 坚固；a. 钢的, 钢制的, 钢铁业的, 坚强的；vt. 使坚强, 钢化, 使冷酷",B2,,,,
regarding,regard,/ri'gɑ:diŋ/,prep.,prep. 关于,B2,,,,
shout,shout,/ʃaut/,vt./vi./n.,"n. 呼喊, 喊声；vi. 呼喊, 喊叫, 嚷；vt. 高喊",A2,,,,
remaining,remain,,,[电] 剩余的,B1,,,,
visual,visual,/'viʒuәl/,,a. 视觉的,B2,,,,
fairly,fairly,/'fєәli/,adv.,"adv. 美观地, 公平地, 相当地, 清楚地",B1,,,,
violent,violent,/'vaiәlәnt/,,"a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的",B1,,,,
chip,chip,/tʃip/,vt./vi./n.,"n. 屑片, 薄片, 碎片；vt. 削, 切, 削成碎片, 使摔倒, 凿；vi. 削下屑片",A2,,,,
silent,silent,/'sailәnt/,,"a. 沉默的, 安静的, 无声的, 静止的",B1,,,,
suppose,suppose,/sә'pәuz/,vt./vi.,"vt. 推想, 假设, 以为, 想像, 假定；vi. 料想",A2,,,,
self,self,/self/,vt./vi./n.,"n. 自己, 自我, 本性, 本质, 私心, 本人；vt. 使近亲繁殖, 使自花授精；vi. 自花授精；a. 同一的",B2,,,,
bike,bike,/baik/,n.,"n. 自行车, 脚踏车",A1,,,,
tea,tea,/ti:/,n.,"n. 茶, 茶叶",A1,,,,
perceive,perceive,/pә'si:v/,vt.,"vt. 感觉, 认知, 理解, 意识到",B2,,,,
comparison,comparison,/kәm'pærisn/,n.,"n. 比较, 对照, 比喻",B1,,,,
settlement,settlement,/'setlmәnt/,n.,"n. 安顿, 解决, 处理, 结算, 殖民, 殖民地, 沉降",C1,,,,
layer,layer,/'leiә/,vt./n.,"n. 层, 产卵鸡, 放置者；vt. 分层堆积, 压植",B1,,,,
planning,plan,,n.,"n. 计划的制订, 策划, 设计, 规划",B1,,,,
description,description,/di'skripʃәn/,n.,"n. 描述, 说明, 种类",A1,,,,
slide,slide,/slaid/,vt./vi./n.,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片；vt. 使滑动, 偷偷放入；vi. 滑动, 滑落, 不知不觉陷入, 偷偷地走",B2,,,,
widely,widely,/'waidli/,adv.,adv. 广泛地,B2,,,,
wedding,wedding,/'wediŋ/,n.,"n. 婚礼, 结婚, 结婚周年纪念日, 结合",A2,,,,
